timestamp,accel_x,accel_y,accel_z
20524,2.10,-1.56,11.61
20547,0.92,0.70,11.00
20571,-2.55,-2.78,10.20
20594,0.02,-3.79,11.43
20618,2.97,-0.43,11.73
20641,-0.65,-0.45,10.86
20665,-2.84,-3.37,10.12
20688,1.34,-2.47,11.53
20712,2.93,0.03,11.66
20735,-1.78,-1.79,10.57
20759,-2.40,-3.98,10.57
20782,2.35,-1.24,11.64
20806,2.30,0.49,11.40
20829,-2.59,-2.89,10.24
20853,-1.57,-4.33,11.13
20876,2.94,-0.53,11.71
20900,1.16,0.63,11.11
20923,-2.78,-3.25,10.05
20947,-0.56,-4.25,11.33
20970,3.01,-0.10,11.68
20994,0.29,0.45,10.98
21017,-2.72,-3.58,10.23
21041,0.09,-3.80,11.39
21064,2.74,0.19,11.61
21088,-0.54,-0.45,10.88
21112,-2.09,-4.20,10.77
21135,1.50,-2.17,11.58
21159,1.52,0.68,11.23
21182,-2.32,-2.45,10.36
21206,-0.29,-3.80,11.38
21230,2.90,-0.09,11.61
21253,-0.68,-0.45,10.85
21277,-1.93,-4.30,10.89
21300,1.78,-1.85,11.60
21324,1.19,0.25,11.07
21347,-2.36,-2.48,10.31
21371,-0.33,-4.01,11.41
21394,2.85,-0.58,11.68
21418,-0.34,-0.21,10.91
21441,-2.85,-3.25,10.06
21465,1.29,-2.60,11.50
21488,2.93,0.17,11.63
21512,-2.02,-2.15,10.48
21535,-2.19,-4.10,10.75
21559,2.63,-0.93,11.65
21582,1.85,0.62,11.28
21606,-2.76,-3.17,10.04
21629,-0.90,-4.28,11.34
21653,3.02,-0.10,11.72
21676,0.14,0.35,10.92
21700,-2.52,-3.86,10.46
21723,0.77,-3.04,11.50
21747,2.38,0.43,11.50
21770,-1.36,-1.26,10.73
21794,-1.68,-4.36,11.08
21818,2.89,-0.52,11.76
21841,1.13,0.68,11.11
21865,-2.86,-3.44,10.10
21888,-0.23,-3.93,11.39
21912,2.83,0.15,11.60
21935,-2.06,-2.23,10.44
21959,-2.15,-4.03,10.72
21983,2.63,-0.87,11.68
22006,1.91,0.63,11.29
22030,-2.74,-3.12,10.12
22053,-1.22,-4.35,11.20
22077,3.06,-0.29,11.75
22100,0.69,0.58,10.99
22124,-2.79,-3.58,10.18
22147,0.22,-3.70,11.41
22171,2.72,0.36,11.58
22195,-2.01,-2.19,10.51
22218,-2.38,-3.68,10.54
22242,2.03,-1.70,11.57
22265,2.72,0.03,11.66
22289,-1.66,-1.45,10.62
22312,-2.65,-3.51,10.21
22336,1.28,-2.72,11.45
22359,2.94,-0.14,11.79
22383,-0.61,-0.45,10.83
22406,-2.71,-2.91,10.08
22430,-0.06,-3.92,11.44
22453,2.36,-1.43,11.56
22477,1.52,0.67,11.26
22500,-1.21,-0.80,10.74
22524,-2.28,-3.74,10.52
22547,-0.13,-4.12,11.42
22571,2.77,-0.55,11.69
22594,1.90,0.63,11.43
22618,-2.06,-1.95,10.47
22641,-2.64,-3.65,10.23
22665,0.79,-3.22,11.46
22688,2.75,-0.68,11.67
22712,0.57,0.80,10.99
22736,-2.00,-2.04,10.51
22759,-1.68,-4.28,11.00
22783,0.83,-3.20,11.43
22806,2.70,0.02,11.73
22830,0.65,0.94,11.05
22853,-2.62,-3.20,10.12
22877,-1.93,-4.07,10.80
22900,1.68,-2.38,11.46
22924,2.77,-0.32,11.74
22947,0.23,0.75,10.96
22971,-1.95,-2.02,10.49
22994,-1.89,-3.94,10.84
23018,0.24,-4.05,11.42
23041,2.82,-0.32,11.72
23065,1.77,0.63,11.38
23088,-2.06,-2.00,10.46
23112,-2.58,-3.54,10.17
23135,0.57,-3.53,11.43
23158,1.48,-2.59,11.44
23181,2.56,0.21,11.62
23205,0.34,0.68,10.92
23228,-2.61,-3.00,10.14
23252,-1.94,-4.07,10.82
23275,1.61,-2.39,11.47
23299,2.81,-0.36,11.73
23322,0.23,0.56,10.96
23346,-2.67,-3.02,10.10
23369,-1.84,-4.25,10.84
23393,1.64,-2.27,11.43
23417,2.79,-0.40,11.72
23440,0.40,0.59,10.97
23464,-1.84,-1.76,10.54
23487,-1.95,-4.18,10.78
23511,0.35,-3.73,11.43
23534,2.87,-0.24,11.75
23558,1.64,0.61,11.33
23581,-2.13,-2.19,10.44
23605,-2.58,-3.42,10.21
23628,0.53,-3.82,11.40
23652,2.35,-1.26,11.54
23675,1.76,0.60,11.45
23699,-0.49,0.11,10.82
23722,-2.66,-3.28,10.09
23746,-1.60,-3.76,11.02
23769,1.71,-2.49,11.44
23793,2.70,-0.43,11.69
23816,0.85,0.88,11.14
23840,-1.16,-0.73,10.70
23863,-2.57,-3.41,10.20
23887,-1.34,-4.36,11.14
23910,1.94,-2.02,11.44
23934,2.75,-0.41,11.71
23957,0.60,0.74,11.01
23981,-1.45,-1.07,10.66
24004,-2.40,-3.77,10.29
24028,-0.91,-4.42,11.30
24051,2.33,-1.36,11.50
24075,2.65,-0.25,11.74
24098,-0.05,0.49,10.89
24122,-1.73,-1.51,10.59
24146,-2.23,-3.78,10.43
24169,-0.88,-4.40,11.35
24193,2.19,-1.58,11.48
24216,2.73,-0.25,11.72
24240,0.47,0.74,11.02
24263,-1.28,-0.76,10.72
24287,-2.54,-3.39,10.23
24310,-1.48,-4.30,11.07
24334,1.58,-2.50,11.41
24357,2.60,-0.70,11.61
24381,1.40,0.67,11.31
24404,-0.49,0.27,10.82
24428,-2.60,-3.21,10.09
24451,-1.90,-4.11,10.83
24475,1.48,-2.64,11.44
24498,2.76,-0.59,11.70
24522,0.77,0.73,11.09
24545,-1.42,-1.11,10.69
24569,-2.36,-3.74,10.40
24592,-0.70,-4.35,11.31
24616,2.55,-1.11,11.56
24639,1.47,0.68,11.30
24663,-0.93,-0.44,10.78
24686,-2.58,-3.55,10.24
24710,-0.99,-4.39,11.24
24733,2.38,-1.24,11.52
24757,2.68,-0.12,11.71
24780,-0.43,0.16,10.86
24804,-2.28,-2.35,10.35
24827,-1.52,-4.36,11.04
24851,0.70,-3.47,11.41
24875,2.82,-0.16,11.73
24898,1.53,0.65,11.33
24922,-2.10,-2.05,10.47
24945,-2.62,-3.34,10.08
24969,0.02,-4.04,11.40
24992,1.97,-1.76,11.47
25016,2.33,0.21,11.62
25039,0.33,0.66,10.94
25063,-2.53,-2.82,10.25
25086,-2.27,-3.79,10.47
25110,0.83,-3.38,11.42
25133,2.55,-1.05,11.56
25157,1.60,0.79,11.35
25180,-0.57,-0.23,10.82
25204,-2.66,-3.23,10.10
25228,-0.12,-4.21,11.38
25251,1.94,-2.02,11.48
25275,2.32,0.39,11.58
25298,0.20,0.56,10.91
25322,-2.55,-2.87,10.17
25345,-2.06,-4.03,10.64
25368,-0.37,-4.24,11.36
25391,1.62,-2.38,11.41
25415,2.55,0.00,11.70
25438,1.07,0.79,11.19
25462,-2.03,-2.09,10.49
25485,-2.58,-3.29,10.10
25509,-0.55,-4.35,11.33
25532,1.12,-3.16,11.39
25556,2.63,-0.19,11.75
25579,1.95,0.38,11.53
25603,-1.07,-0.43,10.74
25626,-2.24,-2.40,10.39
25650,-1.78,-4.04,10.78
25674,-0.51,-4.29,11.33
25697,2.15,-1.80,11.44
25721,2.62,-0.41,11.71
25744,1.22,0.66,11.24
25768,-0.39,0.30,10.83
25791,-2.49,-2.97,10.19
25815,-2.30,-3.58,10.33
25838,0.02,-3.98,11.41
25862,1.21,-3.10,11.35
25885,2.55,-0.51,11.68
25909,2.29,0.23,11.70
25932,-0.11,0.57,10.91
25956,-1.26,-0.76,10.70
25979,-2.46,-3.14,10.14
26003,-1.91,-4.08,10.62
26026,0.45,-3.87,11.39
26050,1.73,-2.24,11.38
26073,2.53,-0.15,11.73
26096,1.76,0.90,11.50
26119,0.45,0.41,11.01
26143,-1.90,-1.65,10.58
26166,-2.47,-2.92,10.20
26190,-1.40,-4.47,11.07
26213,-0.11,-4.13,11.37
26237,2.30,-1.34,11.53
26260,2.64,-0.30,11.75
26284,0.79,0.74,11.13
26307,-0.77,-0.07,10.77
26331,-2.54,-3.17,10.12
26354,-2.08,-3.91,10.55
26378,0.66,-3.68,11.41
26402,2.11,-1.84,11.42
26425,2.38,0.16,11.68
26449,1.04,0.73,11.19
26472,-1.90,-1.84,10.52
26496,-2.56,-3.10,10.15
26519,-1.02,-4.39,11.26
26543,0.47,-3.96,11.41
26566,2.53,-0.92,11.59
26590,2.54,-0.00,11.73
26613,0.24,0.55,10.93
26637,-1.15,-0.41,10.72
26660,-2.52,-3.34,10.13
26684,-1.87,-3.95,10.69
26707,0.78,-3.56,11.38
26731,2.08,-1.77,11.42
26754,2.35,0.25,11.65
26778,1.12,0.72,11.20
26801,-1.80,-1.57,10.56
26825,-2.50,-2.98,10.20
26848,-1.33,-4.36,11.11
26872,0.17,-4.19,11.40
26895,2.51,-1.03,11.54
26919,2.59,-0.15,11.78
26942,0.21,0.68,10.94
26966,-1.35,-0.74,10.73
26989,-2.54,-3.38,10.16
27013,-1.77,-4.12,10.75
27036,0.63,-3.75,11.39
27060,1.75,-2.34,11.35
27083,2.49,-0.21,11.75
27107,2.06,0.31,11.63
27131,-0.11,0.74,10.88
27154,-0.79,0.07,10.78
27178,-2.19,-2.94,10.35
27201,-2.38,-3.09,10.22
27225,-1.38,-4.26,10.98
27248,-0.78,-4.35,11.33
27272,1.41,-2.95,11.29
27295,2.13,-1.70,11.41
27319,2.41,-0.06,11.71
27342,1.80,0.45,11.51
27366,-0.58,0.22,10.82
27389,-1.54,-1.08,10.68
27413,-2.44,-3.38,10.13
27436,-0.98,-4.36,11.26
27460,0.05,-4.26,11.40
27483,2.15,-1.70,11.37
27507,2.49,-0.76,11.57
27530,1.81,0.38,11.51
27554,0.97,0.86,11.24
27577,-1.28,-0.65,10.69
27601,-2.00,-1.93,10.53
27624,-2.28,-3.61,10.31
27648,-1.50,-4.33,10.93
27671,0.96,-3.35,11.39
27695,2.15,-1.74,11.41
27718,2.38,0.17,11.67
27742,1.26,0.66,11.30
27765,-1.67,-1.37,10.64
27789,-2.49,-2.82,10.24
27813,-1.33,-4.48,11.15
27836,0.40,-3.86,11.39
27860,2.66,-0.77,11.63
27883,2.38,0.24,11.65
27907,-0.54,0.03,10.82
27930,-2.11,-2.09,10.46
27954,-1.98,-3.93,10.71
27978,1.13,-3.17,11.40
28001,2.54,-0.90,11.61
28025,1.59,0.62,11.34
28048,-0.50,0.03,10.84
28072,-2.70,-3.21,10.06
28095,-1.64,-4.28,10.96
28119,1.69,-2.24,11.42
28142,2.82,-0.45,11.72
28166,0.65,0.61,11.04
28189,-1.55,-1.28,10.64
28213,-2.31,-3.68,10.38
28236,-0.79,-4.46,11.31
28260,2.34,-1.26,11.53
28283,2.67,-0.14,11.72
28307,-0.23,0.30,10.87
28330,-2.01,-1.77,10.50
28354,-1.96,-4.10,10.71
28377,-0.26,-4.33,11.38
28401,2.61,-0.85,11.61
28424,2.51,0.06,11.68
28448,-0.56,-0.01,10.86
28471,-2.18,-2.28,10.43
28495,-1.86,-4.07,10.80
28518,-0.17,-4.25,11.36
28542,2.56,-0.86,11.56
28565,2.58,-0.00,11.71
28589,-0.46,0.21,10.82
28613,-2.14,-2.16,10.45
28636,-1.92,-4.08,10.77
28660,-0.11,-4.14,11.39
28683,2.66,-0.89,11.62
28707,2.45,0.14,11.67
28730,-0.57,0.01,10.82
28754,-2.63,-3.45,10.10
28778,-1.78,-3.91,10.84
28801,1.30,-3.06,11.40
28825,2.59,-0.83,11.56
28848,1.56,0.61,11.34
28872,-0.41,0.17,10.82
28895,-2.62,-3.23,10.13
28919,-2.10,-3.83,10.53
28942,0.62,-3.80,11.40
28966,2.07,-1.84,11.43
28989,2.42,0.08,11.67
29013,-0.30,0.48,10.86
29036,-1.70,-1.45,10.63
29060,-2.35,-3.69,10.31
29083,-1.32,-4.34,11.12
29107,1.55,-2.35,11.39
29130,2.50,-0.99,11.57
29154,1.77,0.55,11.44
29177,0.12,0.87,10.95
29201,-2.21,-2.52,10.40
29224,-2.50,-3.23,10.14
29248,-0.90,-4.43,11.28
29271,0.33,-3.98,11.38
29295,2.35,-1.17,11.49
29318,2.53,-0.52,11.70
29342,1.27,0.74,11.32
29365,0.12,0.78,10.96
29389,-2.00,-1.99,10.52
29413,-2.42,-2.90,10.24
29436,-1.56,-4.13,10.93
29460,-0.62,-4.44,11.33
29483,1.80,-2.36,11.35
29507,2.43,-1.09,11.51
29530,2.16,0.27,11.62
29554,-0.22,0.50,10.87
29578,-1.34,-0.89,10.72
29601,-2.42,-3.22,10.18
29625,-2.21,-3.89,10.28
29648,-0.79,-4.51,11.26
29672,-0.25,-4.24,11.38
29695,1.72,-2.51,11.31
29719,2.15,-1.53,11.44
29742,2.33,-0.09,11.70
29766,1.92,0.23,11.56
29789,-0.16,0.77,10.90
29813,-0.97,-0.30,10.77
29836,-2.33,-2.70,10.32
29860,-2.43,-3.39,10.19
29883,-1.10,-4.26,11.18
29907,-0.29,-4.21,11.35
29930,1.95,-1.99,11.35
29954,2.43,-0.99,11.54
29977,2.01,0.34,11.58
30001,0.91,0.79,11.16
30024,-1.75,-1.54,10.60
30048,-2.43,-2.90,10.24
30071,-1.46,-4.12,11.00
30095,-0.24,-4.27,11.37
30118,2.19,-1.47,11.45
30142,2.64,-0.44,11.71
30165,1.15,0.73,11.20
30189,-0.42,0.12,10.87
30213,-2.41,-2.87,10.25
30236,-2.36,-3.72,10.21
30260,-0.48,-4.45,11.34
30283,0.78,-3.45,11.38
30307,2.52,-0.79,11.55
30330,2.54,-0.23,11.74
30354,0.50,1.03,11.03
30377,-0.79,-0.21,10.80
30401,-2.46,-2.87,10.24
30424,-2.33,-3.64,10.19
30448,-0.59,-4.38,11.35
30471,1.61,-2.52,11.34
30495,2.26,-1.45,11.43
30518,2.26,0.35,11.71
30542,1.75,0.29,11.53
30565,-0.42,0.26,10.78
30589,-1.29,-0.64,10.67
30612,-2.44,-3.10,10.18
30636,-2.21,-3.93,10.31
30659,-0.37,-4.39,11.35
30683,0.72,-3.69,11.40
30706,2.45,-1.02,11.54
30730,2.56,-0.08,11.75
30754,0.97,0.52,11.17
30777,-1.50,-1.19,10.64
30801,-2.13,-2.53,10.45
30824,-1.99,-3.84,10.51
30848,-1.24,-4.23,11.14
30871,1.17,-3.16,11.34
30895,2.18,-1.68,11.43
30918,2.34,0.16,11.69
30942,1.37,0.62,11.34
30966,-1.40,-0.97,10.72
30989,-2.21,-2.60,10.43
31013,-1.94,-3.87,10.55
31036,-1.09,-4.22,11.24
31060,1.44,-2.80,11.35
31083,2.23,-1.26,11.50
31107,2.23,0.17,11.64
31130,1.36,0.69,11.33
31154,-1.31,-0.71,10.69
31177,-2.16,-2.39,10.40
31201,-2.00,-3.87,10.62
31224,-0.95,-4.41,11.29
31248,1.77,-2.37,11.37
31271,2.54,-0.95,11.54
31295,1.70,0.54,11.46
31318,0.17,0.59,10.91
31342,-2.20,-2.45,10.41
31365,-2.48,-3.49,10.10
31389,-0.85,-4.37,11.30
31412,0.69,-3.61,11.41
31436,2.71,-0.44,11.65
31459,2.34,0.21,11.65
31483,-0.50,0.20,10.85
31507,-2.67,-3.26,10.09
31530,-2.07,-3.85,10.57
31554,0.73,-3.47,11.39
31577,2.22,-1.58,11.46
31601,2.25,0.56,11.62
31624,0.81,0.42,11.06
31648,-2.20,-2.31,10.44
31671,-2.62,-3.30,10.13
31695,-0.27,-4.27,11.37
31719,1.58,-2.28,11.38
31742,2.60,-0.02,11.69
31766,1.06,0.71,11.15
31789,-2.18,-2.30,10.41
31813,-2.67,-3.40,10.13
31836,0.02,-3.95,11.43
31860,1.92,-2.05,11.44
31883,2.38,0.28,11.65
31907,0.69,0.70,11.03
31930,-2.34,-2.64,10.31
31954,-2.53,-3.59,10.28
31977,0.36,-3.85,11.40
32001,2.20,-1.51,11.49
32024,2.15,0.29,11.51
32048,-1.24,-0.84,10.73
32071,-2.50,-2.91,10.22
32095,-1.21,-4.33,11.21
32118,0.61,-3.59,11.40
32142,2.74,-0.39,11.72
32165,2.18,0.19,11.57
32189,-0.78,-0.11,10.81
32212,-1.98,-1.86,10.58
32236,-2.17,-3.88,10.34
32259,-1.33,-4.15,11.07
32283,1.04,-3.57,11.33
32306,1.85,-2.09,11.34
32330,2.48,-0.40,11.71
32353,2.22,0.13,11.71
32377,0.54,0.76,11.09
32400,-0.23,0.41,10.85
32424,-1.95,-1.95,10.52
32448,-2.28,-2.88,10.31
32471,-1.82,-3.87,10.61
32495,-1.21,-4.17,11.14
32518,0.74,-3.68,11.36
32542,1.50,-2.71,11.33
32565,2.45,-0.53,11.65
32589,2.36,0.01,11.71
32612,0.85,0.80,11.19
32636,-0.16,0.53,10.87
32659,-1.99,-2.02,10.53
32683,-2.27,-2.66,10.32
32706,-1.86,-3.82,10.61
32730,-1.29,-4.20,11.09
32754,0.75,-3.56,11.35
32777,2.36,-1.01,11.48
32801,2.51,-0.69,11.67
32824,1.56,0.51,11.44
32848,0.69,0.81,11.13
32871,-1.33,-0.75,10.68
32895,-1.87,-2.04,10.55
32918,-2.30,-3.23,10.19
32942,-1.97,-3.94,10.50
32965,-0.23,-4.27,11.33
32989,0.62,-3.80,11.37
33012,2.29,-1.30,11.47
33036,2.48,-0.28,11.64
33059,1.78,0.32,11.51
33083,1.09,0.64,11.27
33106,-1.04,-0.32,10.75
33130,-1.67,-1.30,10.66
33153,-2.37,-3.33,10.18
33177,-2.25,-3.62,10.25
33201,-0.89,-4.41,11.26
33224,-0.37,-4.38,11.35
33248,1.38,-2.92,11.28
33271,1.72,-1.87,11.33
33295,2.32,-0.91,11.56
33318,1.87,0.30,11.60
33342,1.67,0.71,11.51
33365,-0.12,0.59,10.86
33389,-0.49,0.36,10.82
33412,-1.76,-1.85,10.58
33436,-1.93,-2.22,10.57
33459,-2.18,-3.61,10.21
33483,-2.09,-3.51,10.26
33506,-1.21,-4.25,10.98
33530,-1.09,-4.08,11.05
33554,0.08,-4.20,11.38
33577,1.13,-3.20,11.22
33601,1.12,-3.18,11.25
33624,1.89,-1.64,11.37
33648,1.81,-1.74,11.27
33671,1.96,-1.26,11.40
33695,2.03,-1.15,11.40
33718,2.09,-0.28,11.64
33742,2.15,-0.44,11.62
33765,1.86,0.32,11.63
33789,1.93,0.14,11.65
33812,1.02,0.67,11.36
33836,0.92,0.57,11.31
33859,-0.51,0.37,10.81
33883,-0.80,-0.08,10.73
33906,-1.91,-2.26,10.53
33930,-2.12,-2.68,10.41
33954,-2.03,-3.80,10.37
33977,-1.68,-3.97,10.74
34001,-0.04,-4.27,11.35
34024,0.60,-3.66,11.34
34048,2.26,-1.34,11.43
34071,2.45,-0.63,11.59
34095,1.85,0.27,11.53
34118,1.16,0.67,11.26
34142,-1.12,-0.60,10.71
34165,-1.89,-1.76,10.59
34189,-2.35,-3.30,10.21
34212,-1.96,-4.04,10.52
34236,-0.14,-4.21,11.37
34259,0.58,-3.76,11.41
34283,2.16,-1.44,11.42
34306,2.35,-0.78,11.53
34330,2.12,0.01,11.66
34354,0.52,0.79,11.09
34377,-0.09,0.40,10.88
34401,-1.74,-1.63,10.62
34424,-2.00,-2.34,10.52
34448,-2.18,-3.48,10.27
34471,-1.92,-3.76,10.45
34495,-0.53,-4.21,11.33
34518,-0.19,-4.43,11.37
34542,1.33,-2.73,11.28
34565,1.64,-2.44,11.25
34589,2.24,-0.72,11.52
34612,2.27,-0.61,11.63
34636,1.91,0.33,11.63
34659,1.77,0.34,11.54
34683,0.41,0.59,11.04
34706,0.22,0.76,10.98
34730,-1.04,-0.39,10.68
34754,-0.89,0.41,10.78
34777,-1.47,-1.68,10.65
34801,-1.23,-0.67,10.70
34824,-1.72,-2.13,10.64
34848,-2.03,-3.24,10.37
34871,-1.92,-2.62,10.49
34895,-1.87,-3.23,10.35
34918,-1.98,-3.25,10.37
34942,-1.80,-3.46,10.38
34965,-1.98,-3.47,10.29
34989,-1.53,-3.94,10.64
35012,-1.61,-3.75,10.56
35036,-0.83,-4.18,11.23
35059,-0.85,-4.25,11.25
35083,0.33,-4.07,11.37
35106,0.48,-3.96,11.36
35130,1.82,-2.19,11.29
35153,1.98,-1.66,11.36
35177,2.33,-0.40,11.64
35200,2.27,-0.10,11.69
35224,1.34,0.49,11.40
35247,1.00,0.67,11.29
35271,-0.73,0.12,10.80
35294,-1.15,-0.61,10.74
35318,-2.25,-2.76,10.35
35341,-2.34,-3.24,10.20
35365,-1.57,-4.12,10.78
35388,-1.19,-4.25,11.12
35412,0.47,-4.00,11.37
35436,0.91,-3.40,11.36
35459,2.19,-1.29,11.41
35483,2.33,-0.96,11.52
35506,2.17,0.10,11.67
35530,1.92,0.30,11.62
35554,0.25,0.79,11.00
35577,-1.49,-1.03,10.68
35601,-1.87,-1.77,10.57
35624,-2.32,-3.48,10.16
35648,-2.12,-3.59,10.38
35671,-0.67,-4.30,11.37
35695,-0.04,-4.14,11.37
35718,1.60,-2.30,11.27
35742,2.07,-2.00,11.34
35765,2.43,-0.28,11.70
35789,2.24,0.09,11.67
35812,0.67,0.70,11.14
35836,-0.10,0.52,10.88
35859,-1.83,-1.68,10.59
35883,-2.22,-2.63,10.38
35906,-2.03,-3.69,10.43
35930,-1.49,-4.05,10.87
35953,0.41,-3.89,11.41
35977,1.14,-3.17,11.32
36000,2.37,-0.91,11.53
36024,2.39,-0.48,11.62
36047,1.71,0.44,11.53
36071,1.11,0.73,11.30
36094,-0.85,-0.25,10.77
36118,-1.40,-0.88,10.68
36141,-2.43,-3.19,10.22
36165,-2.36,-3.46,10.17
36188,-1.16,-4.38,11.18
36212,-0.54,-4.32,11.37
36236,1.30,-2.92,11.29
36259,2.33,-1.04,11.48
36283,2.41,-0.43,11.66
36306,1.74,0.41,11.49
36330,1.24,0.80,11.39
36354,-0.78,0.00,10.78
36377,-2.14,-2.54,10.42
36401,-2.38,-3.08,10.24
36424,-1.69,-4.02,10.70
36448,-1.14,-4.28,11.13
36471,0.71,-3.61,11.35
36495,1.30,-2.85,11.30
36518,2.39,-1.14,11.52
36542,2.45,-0.20,11.67
36565,1.55,0.45,11.41
36589,0.81,0.73,11.18
36612,-1.32,-0.94,10.70
36636,-2.01,-2.21,10.52
36659,-2.26,-3.52,10.31
36683,-1.55,-4.20,10.98
36706,0.85,-3.46,11.35
36729,0.73,-3.60,11.39
36752,2.61,-0.78,11.65
36776,2.53,-0.05,11.72
36799,0.18,0.50,10.92
36823,-1.25,-0.76,10.73
36846,-2.55,-3.31,10.11
36870,-1.79,-4.19,10.84
36893,1.13,-3.02,11.39
36917,2.49,-1.21,11.55
36940,1.90,0.47,11.44
36964,-0.05,0.42,10.90
36987,-2.55,-2.96,10.15
37011,-2.26,-3.84,10.48
37035,0.76,-3.39,11.37
37058,2.37,-1.34,11.54
37082,1.99,0.39,11.51
37105,0.06,0.45,10.91
37129,-2.57,-2.95,10.14
37152,-2.23,-3.79,10.47
37176,0.81,-3.35,11.40
37199,2.43,-1.43,11.53
37223,1.91,0.58,11.44
37246,-0.05,0.12,10.87
37270,-2.58,-3.00,10.17
37293,-2.33,-3.37,10.34
37317,0.20,-4.07,11.40
37340,1.80,-2.29,11.40
37364,2.58,-0.04,11.73
37387,1.45,0.56,11.29
37411,-1.77,-1.57,10.63
37434,-2.59,-3.09,10.13
37458,-1.11,-4.27,11.24
37481,0.52,-3.60,11.39
37505,2.68,-0.68,11.63
37528,2.45,0.12,11.68
37552,-0.10,0.41,10.86
37575,-1.35,-1.02,10.71
37599,-2.53,-3.38,10.12
37622,-1.99,-3.82,10.52
37646,0.10,-4.08,11.37
37669,0.96,-3.28,11.35
37693,2.49,-0.88,11.55
37717,2.01,0.34,11.60
37740,1.33,0.85,11.35
37764,-0.78,-0.20,10.78
37787,-1.20,-1.20,10.69
37811,-1.96,-2.50,10.53
37834,-2.02,-2.63,10.49
37858,-2.10,-3.65,10.29
37881,-2.05,-2.83,10.31
37905,-1.57,-4.08,10.55
37928,-1.75,-3.62,10.50
37952,-1.08,-3.76,11.02
37975,-1.30,-4.05,10.71
37999,-0.78,-4.17,11.15
38022,-1.12,-4.05,10.92
38046,-0.51,-4.34,11.30
38069,-0.72,-4.16,11.26
38093,0.30,-4.12,11.35
38116,0.23,-4.16,11.33
38140,1.31,-2.82,11.24
38163,1.30,-2.98,11.27
38187,2.10,-1.41,11.43
38210,2.16,-1.15,11.47
38234,2.24,-0.10,11.71
38257,2.21,-0.09,11.72
38281,1.24,0.49,11.39
38304,1.01,0.71,11.31
38328,-0.51,0.26,10.81
38352,-1.70,-1.54,10.62
38375,-1.90,-2.14,10.57
38399,-2.32,-3.47,10.20
38422,-2.15,-3.74,10.31
38446,-0.90,-4.38,11.25
38470,-0.55,-4.10,11.38
38493,1.07,-3.38,11.29
38517,1.53,-2.82,11.30
38540,2.43,-0.68,11.58
38564,2.51,-0.28,11.74
38587,1.47,0.33,11.41
38611,0.70,0.63,11.09
38634,-1.36,-0.92,10.70
38658,-1.97,-2.14,10.55
38681,-2.29,-3.51,10.24
38705,-1.81,-3.90,10.68
38728,0.14,-4.06,11.37
38752,0.96,-3.22,11.36
38775,2.45,-1.07,11.51
38799,2.52,-0.61,11.67
38822,1.55,0.89,11.45
38846,0.89,0.47,11.16
38869,-1.11,-0.56,10.73
38893,-1.69,-1.42,10.63
38916,-2.43,-3.33,10.14
38940,-2.21,-3.56,10.26
38963,-0.77,-4.34,11.25
38987,-0.02,-4.12,11.37
39010,1.85,-2.04,11.34
39034,2.20,-1.26,11.44
39057,2.33,-0.15,11.70
39081,2.05,0.28,11.64
39104,0.21,0.33,10.91
39128,-1.55,-1.57,10.63
39152,-1.74,-1.88,10.62
39175,-2.24,-3.38,10.22
39199,-2.17,-3.75,10.19
39223,-1.36,-4.07,10.95
39246,-0.16,-3.99,11.38
39270,-0.17,-3.98,11.37
39293,1.01,-3.75,11.23
39317,1.01,-3.22,11.28
39340,1.98,-1.88,11.31
39364,2.01,-1.66,11.36
39387,2.26,-0.47,11.58
39411,2.22,-0.41,11.62
39434,1.89,0.17,11.63
39458,1.85,0.35,11.62
39481,0.68,0.79,11.23
39505,0.79,0.19,11.16
39528,-0.37,0.54,10.85
39552,-0.13,0.32,10.88
39575,-1.00,-0.08,10.74
39599,-0.90,-0.40,10.75
39622,-1.66,-1.66,10.70
39646,-1.55,-1.63,10.66
39669,-1.98,-2.80,10.44
39693,-2.10,-2.49,10.42
39716,-2.06,-3.82,10.28
39740,-2.03,-3.45,10.37
39763,-0.96,-4.41,11.22
39787,-0.60,-4.30,11.32
39810,1.18,-3.21,11.28
39834,1.60,-2.36,11.30
39857,2.38,-0.56,11.60
39881,2.34,-0.40,11.69
39904,1.50,0.44,11.43
39928,1.04,0.71,11.26
39951,-0.68,0.36,10.80
39975,-1.16,-0.66,10.72
39999,-2.16,-2.89,10.41
40022,-2.26,-2.66,10.33
40046,-1.92,-3.98,10.48
40069,-1.59,-3.98,10.84
40093,0.22,-4.13,11.37
40116,1.04,-3.35,11.30
40140,2.53,-0.75,11.62
40163,2.54,-0.15,11.77
40187,0.68,0.68,11.04
40210,-0.64,-0.01,10.80
40234,-2.53,-2.97,10.17
40257,-2.38,-3.60,10.27
40281,-0.19,-4.19,11.35
40304,1.13,-3.04,11.38
40328,2.61,-0.75,11.65
40352,1.69,0.50,11.45
40375,0.89,0.60,11.17
40399,-1.17,-1.18,10.74
40422,-1.58,-0.79,10.68
40446,-2.23,-3.39,10.29
40469,-2.30,-3.21,10.21
40493,-1.63,-4.01,10.67
40516,-1.43,-3.94,10.85
40540,-0.11,-4.32,11.36
40563,0.28,-4.16,11.39
40587,1.73,-2.32,11.24
40610,1.95,-1.94,11.35
40634,2.32,-0.41,11.65
40657,1.87,0.18,11.61
40681,1.74,0.43,11.53
40704,0.22,0.67,10.97
